date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
10/02/2023,Bench Press 5-4-3-2-1-6-6,5 Bench Press @ 6/10 RPE4 Bench Press @ 7/10 RPE3 Bench Press @ 8/10 RPE2 Bench Press @ 9/10 RPE1 Bench Press @ 10/10 RPE6 Bench Press @ 8/10 RPE6 Bench Press @ 9/10 RPE,245,245,Load,Bench Press,"[{""success"":true,""load"":165},{""success"":true,""load"":195},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":245},{""success"":true,""load"":195},{""success"":true,""load"":195}]",,RX,
10/02/2023,Deadlift 5-4-3-2-1-6-6,5 Deadlift @ 6/10 RPE4 Deadlift @ 7/10 RPE3 Deadlift @ 8/10 RPE2 Deadlift @ 9/10 RPE1 Deadlift @ 10/10 RPE6 Deadlift @ 8/10 RPE6 Deadlift @ 9/10 RPE,275,275,Load,Deadlift,"[{""success"":true,""load"":165},{""success"":true,""load"":195},{""success"":true,""load"":225},{""success"":true,""load"":255},{""success"":true,""load"":275},{""success"":true,""load"":195},{""success"":true,""load"":195}]",,RX,
10/06/2023,In The Hole Front Squat 5x3,3 In the Hole Front Squat @ 6/10 RPE3 In the Hole Front Squat @ 6.5/10 RPE3 In the Hole Front Squat @ 7/10 RPE3 In the Hole Front Squat @ 7.5/10 RPE3 In the Hole Front Squat @ 8/10 RPE,145,145,Load,In The Hole Front Squat,"[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":145},{""success"":true,""load"":145}]",,RX,
10/09/2023,Front Squat 5-4-3-2-1-6-6,5 Front Squat @ 6/10 RPE4 Front Squat @ 7/10 RPE3 Front Squat @ 8/10 RPE2 Front Squat @ 9/10 RPE1 Front Squat @ 10/10 RPE6 Front Squat @ 8/10 RPE6 Front Squat @ 9/10 RPE,215,215,Load,Front Squat,"[{""success"":true,""load"":95},{""success"":true,""load"":125},{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":215},{""success"":true,""load"":155},{""success"":true,""load"":185}]",,RX,
10/09/2023,Clean Deadlift 5-4-3-2-1-6-6,5 Clean Deadlift @ 6/10 RPE4 Clean Deadlift @ 7/10 RPE3 Clean Deadlift @ 8/10 RPE2 Clean Deadlift @ 9/10 RPE1 Clean Deadlift @ 10/10 RPE6 Clean Deadlift @ 8/10 RPE6 Clean Deadlift @ 9/10 RPE*No hook or mixed grip.,305,305,Load,"Full Grip, No Foot Clean + Tall Jerks","[{""success"":true,""load"":185},{""success"":true,""load"":215},{""success"":true,""load"":245},{""success"":true,""load"":275},{""success"":true,""load"":305},{""success"":true,""load"":245},{""success"":true,""load"":245}]",,RX,
10/09/2023,Dumbbell Bench Press 5-5-3-3-6-6,5 Dumbbell Bench Press @ 6/10 RPE5 Dumbbell Bench Press @ 7/10 RPE3 Dumbbell Bench Press @ 8/10 RPE3 Dumbbell Bench Press @ 9/10 RPE6 Dumbbell Bench Press @ 8/10 RPE6 Dumbbell Bench Press @ 9/10 RPE,100,100,Load,Dumbbell Bench Press,"[{""success"":true,""load"":70},{""success"":true,""load"":80},{""success"":true,""load"":90},{""success"":true,""load"":100},{""success"":true,""load"":90},{""success"":true,""load"":100}]",,RX,
10/10/2023,Accessory Work,"3 Sets10 Seated Double Dumbbell Z Press6 Alternating Tall Box Jump + Small Box Jump (line up boxes in a line and jump up and over, moving forward)",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
10/10/2023,Snatch Pull + Hang Snatch High Pull + Hang Pause Power Snatch 5x3,1 Snatch Pull + 1 Hang Snatch High Pull + 1 Hang Pause Power Snatch @ 5.5/10 RPE1 Snatch Pull + 1 Hang Snatch High Pull + 1 Hang Pause Power Snatch @ 6/10 RPE1 Snatch Pull + 1 Hang Snatch High Pull + 1 Hang Pause Power Snatch @ 6.5/10 RPE1 Snatch Pull + 1 Hang Snatch High Pull + 1 Hang Pause Power Snatch @ 7/10 RPE1 Snatch Pull + 1 Hang Snatch High Pull + 1 Hang Pause Power Snatch @ 7.5/10 RPE*Pause in receive for 2 seconds on the Hang Power Snatch.,85,85,Load,Snatch Pull + Hang Snatch High Pull + Hang Pause Power Snatch,"[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":85}]",,RX,
10/10/2023,Pressing Snatch Balance 4x5,5 Pressing Snatch Balance @ 5/10 RPE5 Pressing Snatch Balance @ 5/10 RPE5 Pressing Snatch Balance @ 5/10 RPE5 Pressing Snatch Balance @ 5/10 RPE,65,65,Load,Pressing Snatch Balance,"[{""success"":true,""load"":45},{""success"":true,""load"":65},{""success"":true,""load"":65},{""success"":true,""load"":65}]",,RX,
10/10/2023,10k Row Interval Workout,"1200m at RPE3, 60 Sec Rest5x (10 Strokes at RPE9, 10 Sec Rest)-Rest 1 Min-2x (600m at RPE3, 30 Sec Rest)5x (10 Strokes at RPE9, 10 Sec Rest)-Rest 1 Min-3x (400m at RPE3, 20 Sec Rest)5x (10 Strokes at RPE9, 10 Sec Rest)-Rest 1 Min-6x (200m at RPE3, 10 Sec Rest)*Score is total meters from the whole workout. Comment times from metered sections.",4000,4000,Meters,,"[{""meters"":4000}]",TC 30”,SCALED,
10/10/2023,Beat Bobby Flay (45-54),"AMRAP 15 Minutes500m Ski (OR 500m Row)50 Double Unders8 Sandbag Cleans (100/70)25/20 Calorie Echo Bike50 Double Unders8 Sandbag Cleans (100/70)*Repeat from October 12, 2022.",1.01,1+10,Rounds + Reps,,"[{""rnds"":1,""reps"":10}]",150 lb sandbag 3x SU,SCALED,
10/11/2023,The Great British Bake Off (45-54),1 Mile Run2000m Row40 Burpees to 6 inch Target,1430,23:50,,,"[{""secs"":50,""mins"":23}]",,RX,
10/11/2023,Clean Pull from Blocks + Pause Squat Clean from Blocks + Push Jerk 5x3,1 Clean Pull From the Blocks + 1 Pause Squat Clean from the Blocks + 1 Push Jerk @ 6.5/10 RPE1 Clean Pull From the Blocks + 1 Pause Squat Clean from the Blocks + 1 Push Jerk @ 7/10 RPE1 Clean Pull From the Blocks + 1 Pause Squat Clean from the Blocks + 1 Push Jerk @ 7/10 RPE1 Clean Pull From the Blocks + 1 Pause Squat Clean from the Blocks + 1 Push Jerk @ 8/10 RPE1 Clean Pull From the Blocks + 1 Pause Squat Clean from the Blocks + 1 Push Jerk @ 8/10 RPE*Pause in the bottom of the squat for 2 seconds.,155,155,Load,Clean Pull from Blocks + Pause Squat Clean from Blocks + Squat Clean from Blocks + Push Jerk,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155}]",,RX,
10/13/2023,Cupcake Wars (45-54),Partner Workout2 sets:2 Rounds15 Overhead Squats (95/65)10 Box Jumps (24/20) (no rebound)4 Bar Muscle Ups-rest while partner goes (or 1:1) b/t sets-Individual Version2 sets:2 Rounds15 Overhead Squats (95/65)10 Box Jumps (24/20) (no rebound)4 Bar Muscle Ups-rest 1:1 b/t sets-,560,09:20,,,"[{""secs"":50,""mins"":4},{""secs"":30,""mins"":4}]",Individual ,SCALED,
10/13/2023,Push Press 5-4-3-2-1-6-6,5 Push Press @ 6/10 RPE4 Push Press @ 6.5/10 RPE3 Push Press @ 7/10 RPE2 Push Press @ 7.5/10 RPE1 Push Press @ 8/10 RPE6 Push Press @ 7/10 RPE6 Push Press @ 8/10 RPE,155,155,Load,Push Press,"[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":115},{""success"":true,""load"":115}]",,RX,
10/16/2023,Bench Press 5-3-1-5-3-1-1-1,"5 Bench Press @ 6/10 RPE3 Bench Press @ 7/10 RPE1 Bench Press @ 8/10 RPE5 Bench Press @ 7/10 RPE3 Bench Press @ 8/10 RPE1 Bench Press @ 9/10 RPE1 Bench Press @ 9+/10 RPE1 Bench Press @ 9+/10 RPE9+/10 RPE = A challenging rep, but you should feel that you could have done 1 more rep",215,215,Load,Bench Press,"[{""success"":true,""load"":155},{""success"":true,""load"":175},{""success"":true,""load"":195},{""success"":true,""load"":175},{""success"":true,""load"":195},{""success"":true,""load"":215},{""success"":true,""load"":215},{""success"":true,""load"":215}]",,RX,
10/16/2023,Back Squat 5-3-1-5-3-1-1-1,"5 Back Squat @ 6/10 RPE3 Back Squat @ 7/10 RPE1 Back Squat @ 8/10 RPE5 Back Squat @ 7/10 RPE3 Back Squat @ 8/10 RPE1 Back Squat @ 9/10 RPE1 Back Squat @ 9+/10 RPE1 Back Squat @ 9+/10 RPE9+/10 RPE = A challenging rep, but you should feel that you could have done 1 more rep",255,255,Load,Back Squat,"[{""success"":true,""load"":165},{""success"":true,""load"":195},{""success"":true,""load"":225},{""success"":true,""load"":195},{""success"":true,""load"":225},{""success"":true,""load"":255},{""success"":true,""load"":255},{""success"":true,""load"":255}]",,RX,
11/06/2023,Front Squat 3-3-2-2-1-1-1,3 Front Squat @ 6/10 RPE3 Front Squat @ 6.5/10 RPE2 Front Squat @ 7/10 RPE2 Front Squat @ 7.5/10 RPE1 Front Squat @ 8/10 RPE1 Front Squat @ 9/10 RPE1 Front Squat @ 9.5/10 RPE,193,193,Load,Front Squat,"[{""success"":true,""load"":129},{""success"":true,""load"":140},{""success"":true,""load"":150},{""success"":true,""load"":161},{""success"":true,""load"":172},{""success"":true,""load"":182},{""success"":true,""load"":193}]",,RX,
11/06/2023,Backstreet Boys (45-54),"21-15-9 (Female Cals: 18-12-6)Calorie Assault BikeHang Power Cleans (115/80)-Rest 1:1-21-15-9 (Female Cals: 18-12-6)Calorie Assault Bike15-9-3Hang Power Cleans (165/115) *Sub Echo Bike 18-12-6 (15-10-5) for Rx’d if needed*REPEAT FROM November 8, 2022 AND September 8, 2020**Females: your calories are different but your hang power clean reps are the same as the men",920,15:20,,,"[{""secs"":15,""mins"":7},{""secs"":5,""mins"":8}]",,SCALED,
11/06/2023,Clean Deadlift 3-3-2-2-1-1-1,3 Clean Deadlift @ 6/10 RPE3 Clean Deadlift @ 7/10 RPE2 Clean Deadlift @ 8/10 RPE2 Clean Deadlift @ 8.5/10 RPE1 Clean Deadlift @ 9/10 RPE1 Clean Deadlift @ 9.5/10 RPE1 Clean Deadlift @ 10/10 RPE*No hook or mixed grip.,290,290,Load,"Full Grip, No Foot Clean + Tall Jerks","[{""success"":true,""load"":183},{""success"":true,""load"":198},{""success"":true,""load"":213},{""success"":true,""load"":244},{""success"":true,""load"":260},{""success"":true,""load"":274},{""success"":true,""load"":290}]",,RX,
11/06/2023,Dumbbell Bench Press 10-10-8-8,10 Dumbbell Bench Press @ 6/10 RPE10 Dumbbell Bench Press @ 7/10 RPE8 Dumbbell Bench Press @ 8/10 RPE8 Dumbbell Bench Press @ 8.5/10 RPE,70,70,Load,Dumbbell Bench Press,"[{""success"":true,""load"":50},{""success"":true,""load"":60},{""success"":true,""load"":70},{""success"":true,""load"":70}]",,RX,
11/07/2023,Pressing Snatch Balance + Snatch Drop 4x4,1 Pressing Snatch Balance + 3 Snatch Drop @ 5/10 RPE1 Pressing Snatch Balance + 3 Snatch Drop @ 5/10 RPE1 Pressing Snatch Balance + 3 Snatch Drop @ 5/10 RPE1 Pressing Snatch Balance + 3 Snatch Drop @ 5/10 RPE,75,75,Load,Pressing Snatch Balance + Snatch Drop,"[{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75}]",,RX,
11/07/2023,Hang Snatch 3-3-2-2-1-1-1,3 Hang Snatch @ 6/10 RPE3 Hang Snatch @ 6.5/10 RPE2 Hang Snatch @ 7/10 RPE2 Hang Snatch @ 7.5/10 RPE1 Hang Snatch @ 8/10 RPE1 Hang Snatch @ 8.5/10 RPE1 Hang Snatch @ 9/10 RPE*Start from top of the knee.,125,125,Load,Hang Snatch,"[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":125}]",,RX,
11/07/2023,Boyz II Men (45-54),6 Rounds10 Toes to Bar20 Wall Ball (20/14) (10/9ft)40 Double Unders,720,12:00,,,"[{""secs"":0,""mins"":12}]",TC 12”5 rounds ,RX,
11/14/2023,Accessory Work,"3 Sets10 Walking Alternating Single Arm Double Dumbbell Strict Press (keep one overhead while pressing the other, alternate + walking)10 Seated Barbell Good Mornings20 Lateral Single Leg bench Jumping Step Over (as fast as possible)",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
11/14/2023,Above The Knee Muscle Snatch + Snatch Drop 4x4,2 Above The Knee Muscle Snatch + 2 Snatch Drop @ 6.5/10 RPE2 Above The Knee Muscle Snatch + 2 Snatch Drop @ 6.5/10 RPE2 Above The Knee Muscle Snatch + 2 Snatch Drop @ 6.5/10 RPE2 Above The Knee Muscle Snatch + 2 Snatch Drop @ 6.5/10 RPE,65,65,Load,Above The Knee Muscle Snatch + Snatch Drop,"[{""success"":true,""load"":65},{""success"":true,""load"":65},{""success"":true,""load"":65},{""success"":true,""load"":65}]",,RX,
11/14/2023,Roy Kent + Jamie Tartt (45-54),5 Sets:500m Bike Erg40ft Handstand Walk500m Bike Erg-rest 1:1 b/t sets-,706,11:46,,,"[{""secs"":42,""mins"":2},{""secs"":22,""mins"":2},{""secs"":19,""mins"":2},{""secs"":13,""mins"":2},{""secs"":10,""mins"":2}]",DB 45 LB ,SCALED,
11/14/2023,Power Snatch 3-2-1-1-1-1-1,3 Power Snatch @ 6/10 RPE2 Power Snatch @ 7/10 RPE1 Power Snatch @ 7.5/10 RPE1 Power Snatch @ 8/10 RPE1 Power Snatch @ 8.5/10 RPE1 Power Snatch @ 9/10 RPE1 Power Snatch @ 10/10 RPE,130,130,Load,Power Snatch,"[{""success"":true,""load"":87},{""success"":true,""load"":95},{""success"":true,""load"":100},{""success"":true,""load"":105},{""success"":true,""load"":116},{""success"":true,""load"":123},{""success"":true,""load"":130}]",,RX,
12/26/2023,"“Buddy the Elf, what’s your favorite color?” (45-54)","3 sets (1 Set every 3 Minutes)80 Double Unders25 Push Ups **Repeat from November 23, 2021 AND November 23, 2020",304,05:04,,,"[{""secs"":45,""mins"":1},{""secs"":40,""mins"":1},{""secs"":39,""mins"":1}]",,RX,
01/02/2024,Front Squat,3 Front Squat @ 65% 1 RM Front Squat3 Front Squat @ 70% 1 RM Front Squat3 Front Squat @ 75% 1 RM Front Squat3 Front Squat @ 80% 1 RM Front Squat3 Front Squat @ 80% 1 RM Front Squat,165,165,Load,Front Squat,"[{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":165}]",,RX,
01/02/2024,Annie & Hallie (45-54),3 sets30 Wall Balls (14/10)20 Wall Balls (20/14)10 Wall Balls (30/20)- Rest 3:00 between sets -*10/9ft for all repsWall Ball Option with 1 weight3 Sets:20 Wall Balls (20/14)30 Air Squats20 Wall Balls (20/14)-rest 3 minutes between sets-,583,09:43,,,"[{""secs"":10,""mins"":3},{""secs"":15,""mins"":3},{""secs"":18,""mins"":3}]",,RX,
01/03/2024,"""I have class and you dont."" (45-54)",AMRAP 14 Minutes14/11 Calorie Ski (OR Row)14 Deadlifts (165/115)28 Crossovers,4.028,4+28,Rounds + Reps,,"[{""rnds"":4,""reps"":28}]",,RX,
01/03/2024,"3 Position Power Clean (Floor, Above Knee, Mid Thigh) + Push Jerk",3 Position Power Clean + 2 Push Jerk @ 60% 1 RM Clean and Jerk3 Position Power Clean + 2 Push Jerk @ 65% 1 RM Clean and Jerk3 Position Power Clean + 1 Push Jerk @ 70% 1 RM Clean and Jerk3 Position Power Clean + 1 Push Jerk @ 73% 1 RM Clean and Jerk3 Position Power Clean + 1 Push Jerk @ 73+% 1 RM Clean and Jerk,125,125,Load,"3 Position Power Clean (Floor, Above Knee, Mid Thigh) + Push Jerk","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125}]",,RX,
01/05/2024,Meredith Blake (45-54),18-12-6Devil press (2x50/35)30-20-10Chest to bar pull ups,685,11:25,,,"[{""secs"":25,""mins"":11}]",,SCALED,
01/05/2024,Mayhem Gymnastics [MG] Cycle 14 TTB/WW [week 6],"Today is an Endurance Workout, to build capacity over time.8 minutes on the minute [EMOM]odd minute: 15 V Upseven minute: One Set of Unbroken Toes To Bar [ approx 40-50% of your max set] + [pause after you come off rig] then attempt 3 more reps if time allows.**For even minute, you will do one set of unbroken and then jump back onto the rig and complete 3 more reps.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/08/2024,Zombie Front Squat,3 Zombie Front Squats @ 60% 1 RM Front Squat 3 Zombie Front Squats @ 65% 1 RM Front Squat 3 Zombie Front Squats @ 68% 1 RM Front Squat 3 Zombie Front Squats @ 70% 1 RM Front Squat 3 Zombie Front Squats @ 70-73% 1 RM Front Squat**3 min rest b/w sets- during that rest perform 30 sec couch stretch per leg - https://www.youtube.com/watch?v=4N604-PeiH0,125,125,Load,Zombie Front Squat,"[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":125}]",,RX,
01/08/2024,Mayhem Gymnastics [MG] Cycle 14 TTB/WW [week 7],"Today is a Primer Workout, Warm Up for the gymnastic movements.3 sets for Quality:15 Banded Lat Pull Downs30 seconds of Toes to RingsRest as needed to have great form.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/08/2024,South Beach (45-54),30 Pull Ups30 Back squats (75/55)30 Burpees-Rest 1:00-20 Chest to Bar20 Front Squats (95/65)20 Burpees to 6 inch target-Rest 1:00-10 Bar Muscle Ups10 Overhead Squats (115/80)10 Bar Facing Burpees,555,09:15,,,"[{""secs"":30,""mins"":3},{""secs"":0,""mins"":3},{""secs"":45,""mins"":2}]",,SCALED,
01/10/2024,"3 Position Power Snatch (Floor, Above the Knee, High Hang)",3 Position Power Snatch @ 55% 1 RM Power Snatch3 Position Power Snatch @ 60% 1 RM Power Snatch3 Position Power Snatch @ 65% 1 RM Power Snatch3 Position Power Snatch @ 68% 1 RM Power Snatch3 Position Power Snatch @ 70% 1 RM Power Snatch,115,115,Load,"3 Position Power Snatch (Floor, Above the Knee, High Hang)","[{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":115}]",,RX,
01/10/2024,Biscayne Bay (45-54),8 Sets (0:00 - 8:00)Every Minute on Minute200m Run-Rest 2:00-8 Sets (10:00 - 18:00)Every Minute on Minute200/180m Ski (OR Row)-Rest 2:00-8 Sets (20:00 - 28:00)Every Minute on Minute400/360m Bike Erg (OR 12/10 Calorie Air Bike)-Rest 2:00-Begin Barbell Cycling at 30:00 - 40:00Every minute (10 minutes) 5 Clean and Jerks  @115/80,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/12/2024,Open 14.1 aka Mayhem in Miami (45-54),Open 11.1/14.110 min AMRAP30 Double Unders15 Ground to Overhead (75/55),240,240,Reps,,"[{""reps"":240}]",,SCALED,PR
01/16/2024,Honeycrisp (45-54),8 sets10 Toes to Bar25ft Handstand Walk10 Ground to Overhead (95/65)-rest 1:1 b/t sets-Sets 1-4 = Power SnatchSets 5-8 = Power Clean and Jerk,840,14:00,,,"[{""secs"":46,""mins"":1},{""secs"":54,""mins"":1},{""secs"":42,""mins"":1},{""secs"":47,""mins"":1},{""secs"":40,""mins"":1},{""secs"":37,""mins"":1},{""secs"":46,""mins"":1},{""secs"":48,""mins"":1}]",,SCALED,
01/17/2024,"2 Position Power Clean (Floor, Mid Thigh) + Push Jerk",2 Position Power Clean + 2 Push Jerk @ 65% 1 RM Clean and Jerk2 Position Power Clean + 2 Push Jerk @ 68% 1 RM Clean and Jerk2 Position Power Clean + 1 Push Jerk @ 73% 1 RM Clean and Jerk2 Position Power Clean + 1 Push Jerk @ 75% 1 RM Clean and Jerk2 Position Power Clean + 1 Push Jerk @ 75+% 1 RM Clean and Jerk*2 Position Power Clean is from Floor and Mid Thigh,135,135,Load,"2 Position Power Clean (Floor, Mid Thigh) + Push Jerk","[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135}]",,RX,
01/17/2024,McIntosh (45-54),For time:40/32 Calorie Row20 Hang Kettlebell Clean and Jerk (44/26)5 Rope Climbs-rest 2 minutes-30/24 Calorie Echo Bike20 Box Jump Overs (30/24)10 Ring Muscle Ups-rest 2 minutes-20/16 Calorie Row20 Burpee over Rower15 Bar Muscle Ups,769,12:49,,,"[{""secs"":36,""mins"":4},{""secs"":12,""mins"":4},{""secs"":1,""mins"":4}]",,SCALED,
01/24/2024,"2 Position Power Snatch (Floor, Above the Knee)",2 Position Power Snatch @ 60% 1 RM Power Snatch2 Position Power Snatch @ 65% 1 RM Power Snatch2 Position Power Snatch @ 68% 1 RM Power Snatch2 Position Power Snatch @ 70% 1 RM Power Snatch2 Position Power Snatch @ 75% 1 RM Power Snatch,115,115,Load,"2 Position Power Snatch (Floor, Above the Knee)","[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115}]",,RX,
01/24/2024,Peter Parker (45-54),5 Sets: (1 set every 3 minutes 30 seconds)14/11 Calorie Echo Bike70 Double Unders14/11 Calorie Echo Bike*Sub 18/14 Calorie Assault Bike if needed for Rx’d,1016,16:56,,,"[{""secs"":16,""mins"":3},{""secs"":22,""mins"":3},{""secs"":37,""mins"":3},{""secs"":26,""mins"":3},{""secs"":15,""mins"":3}]",,SCALED,
01/30/2024,"2,000m Row Progression - Week 4 Day 1","400m at Fast, 250m at Easy-No Rest-400m at Fast, 250m at Easy-No Rest-400m at Fast, 250m at Easy-No Rest-5x (100m at Sprint, 1 Min Rest)-No Rest-500m at Fast, 250m at Easy Total: 3200mWorkout Notes:The sprint paces equal the average watts from your 1-minute test. The fast paces equal the average watts from your 6-minute test. The easy paces equal 50% the average watts from your 6-minute test. Record the total workout time.",1067,17:47,,,"[{""secs"":47,""mins"":17}]",,RX,
01/30/2024,Everything Bagel (45-54),4 Sets:8 Lateral Burpees Over Bar40ft Dumbbell Front Rack Lunges (2x50/35)20/16 Calorie Bike Erg40ft Dumbbell Front Rack Lunges (2x50/35)8 Lateral Burpees Over Bar-rest 1:1 b/t sets-,844,14:04,,,"[{""secs"":20,""mins"":3},{""secs"":33,""mins"":3},{""secs"":33,""mins"":3},{""secs"":38,""mins"":3}]",,SCALED,
01/31/2024,Echo Bike Workout,"Warm Up1 Min at Each RPE3,RPE4,RPE5,RPE6,1 Min at RPE7(Standing)2 Min at RPE42 Min at RPE7 (Standing)2 Min at RPE4 Main Workout #1:6 Sets    40 Sec at RPE7   40 Sec at RPE8   40 Sec at RPE92 Min at RPE3 between sets. Main Workout #2:5 Min at RPE32 Min at RPE72 Min at RPE92 Min at RPE75 Min at RPE3Total: 49 Min",733,733,Calories,,"[{""calories"":733}]",,RX,
02/07/2024,Snatch Pull + Power Snatch,2 Snatch Pull + 2 Power Snatch @ 65% 1 RM Power Snatch2 Snatch Pull + 2 Power Snatch @ 68% 1 RM Power Snatch2 Snatch Pull + 1 Power Snatch @ 70% 1 RM Power Snatch2 Snatch Pull + 1 Power Snatch @ 73-75% 1 RM Power Snatch1 Snatch Pull + 1 Power Snatch @ 78-80% 1 RM Power Snatch,115,115,Load,Snatch Pull + Power Snatch,"[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115}]",,RX,
02/07/2024,Empire State Building (45-54),"6 Rounds:1 Minute Max Calorie Row (OR Ski)1 Minute Max Burpees1 Minute Max Double Unders-Rest 1 Minute-Try for as many reps as possible of EACH exercise, not just total score. Post separate totals of calories rowed, burpee reps and double-under reps completed to your notes.*Ski sub allowed as Rxd since we Rowed yesterday as well*REPEAT from Wednesday January 26, 2022",281,281,Reps,,"[{""reps"":281}]",,RX,PR
02/09/2024,Clean & Jerk 12x1,12 Minutes (Every minute on the minute)1 Clean and Jerk @ 70%1 Clean and Jerk @ 70%1 Clean and Jerk @ 70%1 Clean and Jerk @ 70%1 Clean and Jerk @ 75%1 Clean and Jerk @ 75%1 Clean and Jerk @ 75%1 Clean and Jerk @ 75%1 Clean and Jerk @ 80% 1 Clean and Jerk @ 80% 1 Clean and Jerk @ 80% 1 Clean and Jerk @ 80%,145,145,Load,Clean & Jerk,"[{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]",,RX,
02/09/2024,Leaning Tower of Pisa (45-54),FULL SEND FRIDAY!!AMRAP 7 Minutes1 Squat Snatch (115/80)3 Power Clean and Jerks (115/80)(power or full is fine)5 Box Jump Overs (30/24),5.001,5+1,Rounds + Reps,,"[{""rnds"":5,""reps"":1}]",,RX,
02/09/2024,Snatch 12x1,12 Minutes (Every minute on the minute)1 Snatch @ 70%1 Snatch @ 70%1 Snatch @ 70%1 Snatch @ 70%1 Snatch @ 75%1 Snatch @ 75%1 Snatch @ 75%1 Snatch @ 75%1 Snatch @ 80% 1 Snatch @ 80% 1 Snatch @ 80% 1 Snatch @ 80%,115,115,Load,Snatch,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]",,RX,
02/09/2024,Back Rack Step Up,Every :90 for 8 Sets4 Step Ups @ 6/10 RPE4 Step Ups @ 6.5/10 RPE4 Step Ups @ 7/10 RPE4 Step Ups @ 7.5/10 RPE4 Step Ups @ 8/10 RPE4 Step Ups @ 8.5/10 RPE4 Step Ups @ 9/10 RPE4 Step Ups @ 9/10 RPE*Use a box height at or close to the top of your knee cap.,115,115,Load,Back Rack Step Up,"[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]",,RX,
02/13/2024,Godiva (45-54),4 Sets:12/10 Calorie Echo Bike18 Wall Balls (20/14)54 Double Unders-rest 1:1 b/t sets-,694,11:34,,,"[{""secs"":53,""mins"":2},{""secs"":16,""mins"":3},{""secs"":47,""mins"":2},{""secs"":38,""mins"":2}]",,SCALED,
02/13/2024,Front Squat 3-2-1-1,3 Front Squats @ 75% 1 RM Front Squat2 Front Squats @ 80% 1 RM Front Squat1 Front Squats @ 85% 1 RM Front Squat1 Front Squats @ 90% 1 RM Front Squat,150,150,Load,Front Squat,"[{""success"":true,""load"":135},{""success"":true,""load"":140},{""success"":true,""load"":145},{""success"":true,""load"":150}]",,RX,
02/19/2024,Pause Snatch,3 Pause Snatch @ 65-75%3 Pause Snatch @ 65-75%3 Pause Snatch @ 65-75%3 Pause Snatch @ 65-75%*Rest 2-3 min between each set@ 65-75% across**Pause in receive for 2 seconds.,95,95,Load,Pause Snatch,"[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95}]",,RX,
